particle,kinetic_energy_mev,angle_deg,events,include_steel,geant4_version_number,nonzero_probability,mean_deposit_mev,std_deposit_mev,q0_deposit_mev,q0.1_deposit_mev,q0.25_deposit_mev,q0.5_deposit_mev,q0.75_deposit_mev,q0.9_deposit_mev,q0.99_deposit_mev,q1_deposit_mev,p_ge_0.25mip,p_ge_0.5mip,p_ge_1mip,p_ge_2mip
e+,3000.0,60.0,3000,True,1141,0.9996666666666667,9.220164045904333,4.112676100125804,0.0,6.723808929329655,7.162445891779951,7.859482917523204,9.51768848211913,13.556178132220575,26.083193068605937,52.263454732846114,0.9996666666666667,0.9996666666666667,0.9983333333333333,0.7533333333333333
e+,3000.0,70.0,3000,True,1141,1.0,14.858342195580162,8.167312988029433,0.037704999857482824,9.897585230538011,10.679289143871541,11.98415902809058,15.535911669711993,23.954821993862005,48.84841162496382,95.04667361651576,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9736666666666667
e+,10000.0,0.0,3000,True,1141,1.0,4.260270267249681,1.551319218183911,2.909843776388609,3.2775188379788283,3.4425689023291284,3.7447431969653735,4.373460820275488,5.691262188199044,11.508661708239835,19.953751658624586,1.0,1.0,0.6326666666666667,0.050333333333333334
e+,10000.0,20.0,3000,True,1141,1.0,4.522001671297035,1.6991805565762104,1.6940180022863853,3.485863855568909,3.6580749755010475,3.958242894989875,4.591733385248631,6.181351903094142,12.102135039760208,18.934198394509842,1.0,0.9996666666666667,0.824,0.066
e+,10000.0,40.0,3000,True,1141,1.0,5.714009941522444,2.3268373666570965,0.02717974762953869,4.332218910578619,4.553230368747153,4.9381859526584275,5.84751788702569,7.990537553073873,15.416210199490518,30.108739647330793,0.9996666666666667,0.9996666666666667,0.9846666666666667,0.137
e+,10000.0,60.0,3000,True,1141,1.0,9.53144494908481,4.767275206770956,0.3151366524276523,6.7660654385212355,7.139297488066532,7.9004185951061725,9.75726923530125,14.370478570196646,28.63743322509947,76.0116135250515,0.9996666666666667,0.9993333333333333,0.9976666666666667,0.7426666666666667
e+,10000.0,70.0,3000,True,1141,1.0,15.643780011047715,9.236610291989905,3.8867936446570264,9.955074000826201,10.744840518424741,12.17843817049326,16.476541934138737,27.28155383276503,54.12336119849653,105.19478364295897,1.0,1.0,1.0,0.9733333333333334
e-,0.5,0.0,3000,True,1141,0.0023333333333333335,8.68075316333738e-05,0.0035946166401744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936542610295097,0.0,0.0,0.0,0.0
e-,0.5,20.0,3000,True,1141,0.0013333333333333333,6.797900939206844e-05,0.003574897307425065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19571692081567646,0.0,0.0,0.0,0.0
e-,0.5,40.0,3000,True,1141,0.002,7.70981604475476e-05,0.0020004521321520174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08105994294718524,0.0,0.0,0.0,0.0
